pid,QID287_1,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID287_10,QID287_11,QID287_12,QID154,QID158,QID160_1,QID160_2,QID160_3,QID161,QID165,QID166_TEXT,QID169,QID170_TEXT,QID171,QID174,QID177,QID181_TEXT,QID184,QID191,QID192,QID195,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID291,QID196,QID290_1,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID290_10,QID290_11,QID290_12,QID9_1,QID9_2,QID9_3,QID9_4,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_40,QID162,QID163,QID164_TEXT,QID167,QID168_TEXT,QID182_TEXT,QID190,QID194,QID198_1,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID198_10,QID156,QID157,QID172,QID175,QID178,QID183,QID193,QID159_1,QID159_2,QID159_3,QID173,QID176,QID179,QID189
601,4,4,4,4,4,5,4,5,2,1,30.0,,3.0,3.0,3.0,5.0,,,2.0,800,,,,18,,,,,,,,,,,6,3,7,7,3,6,5,5,4,1,35.0,20.0,20.0,30.0,40.0,45.0,30.0,65.0,30.0,25.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,,1.0,20,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,5.0,5.0,1.0,2.0,,,,,,,5.0
602,4,4,5,5,4,5,5,5,2,3,100.0,3.0,,,,5.0,2.0,50,,,,,,20,,3.0,,,,,,,,,6,3,5,4,3,6,5,5,3,1,45.0,35.0,45.0,55.0,75.0,40.0,55.0,65.0,55.0,70.0,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,,,,1.0,250,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,5.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,,,,
603,5,5,5,5,5,5,5,5,1,4,,,,,,,1.0,120,,,4.0,5.0,4.0,,,,1.0,,,,,,,,6,5,7,5,2,3,3,3,3,1,45.0,60.0,45.0,70.0,65.0,60.0,75.0,60.0,50.0,65.0,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,7.0,,,1.0,500,20,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,2.0,,,,1.0,,4.0,4.0,3.0,,,,10.0
604,3,3,3,3,4,3,4,2,4,4,30.0,5.0,,,,,1.0,80,1.0,2000,5.0,1.0,3.0,,2.0,,,3.0,,,,,,,6,5,5,5,2,4,5,5,2,1,50.0,70.0,50.0,60.0,75.0,70.0,65.0,25.0,60.0,60.0,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,3.0,,,,,10,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,3.0,1.0,,,,2.0
605,3,4,5,5,3,5,4,5,2,3,,3.0,3.0,3.0,6.0,,2.0,54,,,4.0,2.0,3.0,,2.0,,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,7,2,6,4,4,7,6,5,3,1,70.0,90.0,70.0,85.0,55.0,75.0,65.0,95.0,35.0,50.0,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,6.0,,,1.0,100,0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,3.0
606,4,3,4,5,5,3,4,4,4,5,,5.0,,,,7.0,1.0,85,,,,,,5,,,2.0,,,,,,,,6,4,5,6,4,6,5,6,4,2,64.0,49.0,40.0,72.0,65.0,50.0,88.0,62.0,42.0,78.0,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,,,,1.0,141,,4.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,70.0,,,,,1.0,,4.0,3.0,2.0,2.0,4.0,5.0,
607,5,5,5,5,5,5,5,5,4,4,100.0,,4.0,2.0,2.0,,2.0,20,2.0,700,4.0,5.0,6.0,,2.0,,2.0,5.0,,,,,,,7,5,2,2,2,7,7,7,3,2,75.0,80.0,75.0,80.0,85.0,65.0,70.0,95.0,75.0,85.0,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,6.0,,,,,12,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,5.0,,,,,,,,,,,,4.0
608,4,4,4,3,4,4,5,4,4,4,70.0,,5.0,5.0,5.0,5.0,,,1.0,3000,,,,17,2.0,1.0,1.0,5.0,,,,,,,6,4,1,1,2,6,7,7,2,1,62.0,69.0,69.0,67.0,61.0,62.0,80.0,65.0,68.0,72.0,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,,1.0,25,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,2.0,4.0,5.0,
609,3,2,3,4,4,2,4,3,3,4,,,,,,,,,,,,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,6,3,5,5,2,5,7,7,3,2,45.0,52.0,57.0,69.0,59.0,43.0,79.0,82.0,68.0,69.0,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,4.0,1.0,40,1.0,155,15,,4.0,,,,,,,,,,,61.0,3.0,3.0,5.0,6.0,,,3.0,4.0,2.0,,,,4.0
610,4,4,4,5,5,4,5,5,4,4,,4.0,,,,,1.0,80,1.0,1400,,,,5,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5,2,3,3,2,3,5,5,3,1,62.0,32.0,22.0,40.0,60.0,15.0,42.0,32.0,60.0,28.0,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,4.0,,,,,,,,,,,,,,,,,,100.0,,2.0,5.0,6.0,,1.0,3.0,3.0,2.0,,,,
611,4,5,4,5,3,5,5,5,1,5,,,4.0,5.0,2.0,6.0,,,,,,,,18,,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,7,1,4,2,2,5,5,5,3,1,76.0,87.0,67.0,94.0,51.0,37.0,99.0,87.0,53.0,99.0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,1.0,50,1.0,120,,3.0,1.0,,,,,,,,,,,83.0,2.0,5.0,5.0,6.0,2.0,,,,,,,,
612,4,4,2,3,5,5,5,2,4,5,30.0,5.0,,,,6.0,2.0,45,1.0,1200,4.0,5.0,6.0,,1.0,,1.0,,,,,,,,5,1,2,3,5,6,6,5,3,1,50.0,45.0,40.0,40.0,70.0,55.0,70.0,30.0,55.0,60.0,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,,,,,,15,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,4.0,4.0,2.0,,,,2.0
613,4,4,4,4,4,4,5,5,2,3,60.0,4.0,3.0,3.0,3.0,6.0,2.0,45,2.0,350,,,,10,2.0,,,5.0,,,,,,,6,2,3,3,2,5,6,6,3,1,45.0,35.0,42.0,48.0,55.0,40.0,75.0,52.0,50.0,50.0,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,,,,,,,9.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,2.0,5.0,6.0,
614,5,5,5,3,3,5,5,5,3,3,81.0,3.0,,,,3.0,2.0,64,,,,,,0,1.0,10.0,,6.0,,,,,,,7,1,1,1,1,7,7,7,4,2,88.0,89.0,86.0,75.0,88.0,89.0,88.0,88.0,81.0,91.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,,,1.0,86,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,5.0,6.0,,1.0,5.0,5.0,1.0,,,,
615,5,3,4,4,5,4,2,2,3,1,30.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,7,2,3,6,2,3,3,3,4,1,35.0,20.0,40.0,45.0,60.0,45.0,75.0,60.0,75.0,30.0,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,,1.0,55,1.0,300,18,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,,,1.0,2.0,,,,5.0,4.0,6.0,10.0
616,2,2,2,5,5,5,5,5,2,2,,,,,,,2.0,35,,,,,,,,,2.0,5.0,,,,,,,6,1,6,6,2,5,6,6,3,1,20.0,29.0,19.0,80.0,80.0,50.0,80.0,87.0,50.0,69.0,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,6.0,,,1.0,250,10,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,90.0,4.0,,,,1.0,,2.0,5.0,3.0,4.0,5.0,6.0,3.0
617,4,3,4,4,5,4,4,5,2,3,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,5,5,5,3,5,5,6,6,3,1,60.0,30.0,60.0,70.0,85.0,65.0,55.0,55.0,50.0,25.0,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,6.0,1.0,25,1.0,300,15,7.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,70.0,,2.0,4.0,5.0,1.0,,3.0,4.0,2.0,,,,
618,4,3,3,4,4,3,4,3,2,3,80.0,,4.0,4.0,4.0,,,,2.0,75,,,,20,,,2.0,,,,,,,,6,3,4,4,5,6,6,6,2,1,28.0,22.0,18.0,32.0,38.0,38.0,39.0,57.0,32.0,35.0,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,6.0,1.0,50,,,,5.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,5.0,4.0,4.0,1.0,,,,,,,,
619,2,1,1,1,3,1,1,3,5,4,,,3.0,2.0,5.0,,,,,,,,,,1.0,,,,,,,,,,6,5,6,6,5,6,5,5,3,2,40.0,35.0,45.0,40.0,20.0,35.0,40.0,60.0,55.0,45.0,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,5.0,1.0,21,1.0,130,15,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,80.0,3.0,,,,,2.0,,,,2.0,4.0,4.0,
620,1,4,1,1,4,1,1,1,5,3,95.0,,,,,7.0,2.0,45,,,,,,20,1.0,2.0,,,,,,,,,3,5,4,4,2,2,2,2,3,2,20.0,42.0,20.0,42.0,48.0,42.0,20.0,42.0,48.0,48.0,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,,,,1.0,300,,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,4.0,,,,,2.0,5.0,3.0,2.0,1.0,4.0,2.0,
621,5,5,5,4,3,4,1,5,1,3,,5.0,4.0,6.0,2.0,6.0,,,2.0,500,,,,15,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,7,5,1,2,3,3,6,7,1,2,30.0,25.0,30.0,20.0,65.0,30.0,50.0,65.0,20.0,50.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,,2.0,8,,,,,4.0,,,,,,,,,,,90.0,,,,,1.0,,,,,1.0,5.0,2.0,
622,4,4,5,4,5,5,5,5,1,4,,3.0,,,,6.0,2.0,47,2.0,50,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,7,1,2,2,5,7,7,7,4,1,58.0,45.0,66.0,22.0,31.0,10.0,42.0,7.0,59.0,34.0,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,,,,,,10,,3.0,,,,,,,,,,,95.0,,,,,,,5.0,5.0,3.0,3.0,5.0,6.0,7.0
623,1,1,1,1,1,1,3,1,5,4,,,5.0,4.0,5.0,,1.0,75,2.0,900,,,,,,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,5,5,2,3,2,2,5,6,3,2,40.0,40.0,40.0,0.0,30.0,30.0,60.0,25.0,60.0,45.0,1,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,6.0,,,,,5,,1.0,,,,,,,,,,,90.0,2.0,5.0,5.0,5.0,1.0,,,,,,,,
624,5,5,5,4,5,5,4,5,2,4,75.0,,4.0,3.0,4.0,6.0,2.0,15,,,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,5,1,1,6,1,6,5,7,2,2,65.0,45.0,40.0,32.0,45.0,25.0,37.0,65.0,76.0,31.0,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,,,,1.0,100,10,,2.0,,,,,,,,,,,,2.0,1.0,4.0,3.0,1.0,,,,,,,,
625,4,3,5,2,5,5,4,5,4,4,,5.0,5.0,6.0,3.0,6.0,,,,,1.0,5.0,2.0,,2.0,1.0,,,1.0,2.0,1.0,2.0,1.0,2.0,7,2,5,3,6,7,7,7,2,1,70.0,45.0,77.0,39.0,65.0,83.0,75.0,86.0,73.0,84.0,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,,2.0,10,2.0,83,18,,6.0,,,,,,,,,,,90.0,,,,,,2.0,,,,,,,
626,5,4,4,5,4,4,5,5,3,5,,2.0,,,,3.0,,,1.0,2200,,,,,2.0,4.0,,5.0,,,,,,,6,3,6,5,2,3,6,6,3,2,81.0,76.0,73.0,68.0,70.0,64.0,62.0,72.0,70.0,71.0,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,,1.0,52,,,8,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,70.0,,,,,,2.0,5.0,2.0,2.0,4.0,5.0,5.0,
627,1,1,1,1,1,1,1,1,5,1,30.0,,4.0,4.0,3.0,7.0,2.0,30,2.0,500,1.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,6,5,2,6,5,5,1,1,11.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,89.0,2.0,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,,,,,,20,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,
628,2,4,3,2,4,1,2,4,5,4,,,2.0,5.0,3.0,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,6,1,1,1,4,6,7,7,4,2,15.0,20.0,10.0,45.0,50.0,5.0,40.0,35.0,60.0,40.0,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,6.0,2.0,10,1.0,90,10,,4.0,,,,,,,,,,,70.0,1.0,4.0,4.0,4.0,1.0,2.0,,,,,,,2.0
629,4,3,5,5,3,5,5,4,1,3,,3.0,,,,5.0,,,2.0,900,,,,20,,,1.0,,,,,,,,6,2,2,4,3,6,6,4,3,1,55.0,40.0,50.0,70.0,50.0,55.0,80.0,45.0,40.0,50.0,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,,1.0,14,,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,,,,,1.0,,4.0,4.0,3.0,2.0,2.0,1.0,4.0
630,3,2,4,5,4,3,5,5,3,5,50.0,3.0,3.0,4.0,4.0,5.0,1.0,89,1.0,3000,3.0,4.0,4.0,,,,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,6,1,1,1,2,7,7,7,3,1,70.0,50.0,70.0,80.0,80.0,50.0,75.0,95.0,70.0,85.0,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,,,,,,20,1.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
631,4,4,4,5,5,3,5,4,3,5,,,4.0,2.0,5.0,5.0,,,,,,,,,2.0,,1.0,,,,,,,,7,1,4,5,5,5,6,3,2,2,40.0,60.0,90.0,80.0,75.0,25.0,80.0,55.0,75.0,60.0,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,,1.0,45,2.0,80,7,10.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,85.0,4.0,4.0,5.0,6.0,,,,,,,,,
632,2,3,4,4,4,4,4,4,4,4,,,,,,5.0,,,2.0,380,2.0,2.0,3.0,,,,,5.0,1.0,1.0,2.0,1.0,1.0,2.0,3,1,2,2,3,2,3,5,1,2,18.0,18.0,81.0,71.0,75.0,65.0,97.0,95.0,75.0,85.0,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,,1.0,54,,,8,10.0,,,,,,,,,,,,60.0,2.0,,,,2.0,1.0,5.0,4.0,2.0,,,,
633,4,4,5,5,4,4,4,5,5,3,,3.0,,,,7.0,,,,,1.0,5.0,5.0,,2.0,,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,6,2,7,7,3,5,7,7,3,2,45.0,65.0,75.0,55.0,60.0,65.0,50.0,45.0,60.0,55.0,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,,1.0,43,1.0,350,13,,,,,,,,,,,,,90.0,,,,,,2.0,5.0,3.0,2.0,,,,3.0
634,5,4,5,5,4,5,5,5,2,3,30.0,5.0,,,,7.0,,,2.0,500,,,,15,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,6,1,3,5,1,5,5,6,4,1,48.0,27.0,31.0,40.0,45.0,31.0,70.0,45.0,53.0,23.0,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,,1.0,15,,,,3.0,5.0,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,2.0,5.0,6.0,
635,1,1,1,1,2,1,2,1,5,5,,,,,,,,,2.0,380,1.0,5.0,5.0,,1.0,,1.0,5.0,,,,,,,7,5,6,5,5,5,6,6,3,2,50.0,60.0,50.0,50.0,50.0,60.0,80.0,70.0,50.0,45.0,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,6.0,1.0,54,,,15,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,1.0,,,,,,3.0,3.0,5.0,,,,3.0
636,4,4,5,4,4,3,4,4,3,4,,4.0,,,,6.0,1.0,72,,,,,,15,,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,6,3,3,5,4,5,6,6,3,2,53.0,65.0,71.0,74.0,52.0,32.0,51.0,69.0,28.0,69.0,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,,,,1.0,110,,,,,,,,,,,,,,70.0,,2.0,5.0,3.0,1.0,,4.0,3.0,2.0,,,,
637,4,3,4,5,4,5,5,5,2,5,30.0,,,,,,,,,,,,,,,2.0,,6.0,1.0,1.0,2.0,1.0,2.0,1.0,7,2,5,5,5,6,6,6,3,2,45.0,29.0,49.0,64.0,60.0,51.0,75.0,52.0,43.0,65.0,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,6.0,1.0,30,1.0,200,15,,,,,,,,,,,,,,2.0,,,,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,
638,4,4,4,4,4,3,4,4,4,4,50.0,2.0,3.0,2.0,5.0,,,,,,1.0,5.0,6.0,,2.0,,,,,,,,,,6,2,5,5,3,6,5,5,3,2,80.0,80.0,75.0,50.0,65.0,54.0,100.0,83.0,73.0,77.0,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,5.0,1.0,50,1.0,3000,15,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,2.0,,,,,,,2.0
639,4,5,4,5,5,5,5,5,1,1,30.0,2.0,2.0,3.0,3.0,5.0,2.0,55,2.0,888,,,,,,,,,,,,,,,5,2,4,4,4,3,5,5,3,1,23.0,8.0,23.0,26.0,28.0,23.0,58.0,81.0,71.0,38.0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,,,,,,8,9.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,5.0,2.0,1.0,2.0,,,,,,,
640,4,3,4,2,4,3,4,4,2,5,81.0,4.0,4.0,4.0,3.0,,1.0,200,,,,,,,1.0,,2.0,5.0,,,,,,,6,2,3,3,2,6,6,5,3,2,60.0,40.0,95.0,10.0,95.0,60.0,95.0,95.0,80.0,100.0,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,6.0,,,1.0,250,5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,2.0,5.0,6.0,5.0
641,4,3,3,4,3,4,3,5,4,4,80.0,5.0,3.0,5.0,1.0,,,,,,1.0,5.0,4.0,15,2.0,,,6.0,,,,,,,6,4,4,5,5,6,5,5,2,2,65.0,50.0,50.0,60.0,50.0,35.0,30.0,90.0,90.0,50.0,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6.0,2.0,5,1.0,300,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,3.0
642,4,5,2,4,5,5,5,5,3,5,30.0,3.0,2.0,3.0,3.0,,2.0,55,,,1.0,4.0,4.0,20,,,,,1.0,1.0,1.0,2.0,1.0,2.0,7,1,2,3,3,6,7,7,1,1,65.0,40.0,65.0,60.0,65.0,45.0,80.0,75.0,55.0,25.0,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,6.0,,,1.0,350,,7.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
643,5,4,4,5,5,5,5,5,1,3,,,4.0,4.0,3.0,,2.0,50,2.0,250,5.0,4.0,3.0,,,,,,,,,,,,7,2,5,5,2,5,5,5,4,1,65.0,35.0,40.0,66.0,70.0,40.0,60.0,70.0,66.0,67.0,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,6.0,,,,,20,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0,5.0,,,,1.0,1.0,,,,,,,3.0
644,4,4,4,4,4,3,5,4,5,4,20.0,2.0,,,,,,,1.0,1500,,,,15,2.0,,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,7,1,6,2,6,7,7,7,4,1,80.0,70.0,70.0,80.0,80.0,95.0,99.0,65.0,20.0,90.0,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,6.0,1.0,40,,,,,3.0,,,,,,,,,,,,,2.0,5.0,5.0,,,3.0,5.0,2.0,,,,2.0
645,4,4,4,5,4,3,5,4,4,4,,,5.0,1.0,1.0,6.0,,,2.0,100,,,,20,1.0,,,3.0,,,,,,,7,4,2,6,2,5,6,3,4,1,84.0,83.0,83.0,79.0,82.0,61.0,81.0,70.0,37.0,81.0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,,1.0,54,,,,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,2.0,,,,,2.0,,,,2.0,5.0,5.0,
